Species	SMPL_A12_3	SMPL_A13_3	SMPL_A14_3	SMPL_A15_3	SMPL_A16_3	SMPL_A17_2	SMPL_A18_2	SMPL_A19_2	SMPL_A20_4	SMPL_A21_2	SMPL_A22_2	SMPL_A23_1	SMPL_A24_4	SMPL_A25_2	SMPL_A33_1	SMPL_A36_1	SMPL_A3_2	SMPL_A41_1	SMPL_A42_4	SMPL_A44_1	SMPL_A47_4	SMPL_A48_1	SMPL_A52_3	SMPL_A53_4	SMPL_A54_4	SMPL_A56_3	SMPL_A57_4	SMPL_A58_4	SMPL_A59_4	SMPL_A5_1	SMPL_A7_3	SMPL_A9_2
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Oxalobacter;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Parasutterella;?	0	0	0	3	0	0	0	6	2155	0	0	3	0	0	0	1	0	1	0	36	0	7	0	0	0	0	0	0	2	0	0	1463
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Parasutterella;uncultured organism	0	0	11	590	3	0	1	41	2	23	0	1080	994	0	489	26	24	12	2	469	16	1818	5	94	15	21	42	25	18	0	24	1
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella;?	0	4	58	0	9	0	0	3	0	0	6	0	0	0	0	1	3	0	1	0	2	0	208	83	47	0	1260	0	54	0	8	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella;Sutterella stercoricanis	3	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella;uncultured organism	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	4	0	61	1	0	0	134	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;?;?	0	10	0	23	73	0	0	0	0	0	15	0	0	0	0	0	1	11	0	0	44	0	10	0	3	0	4	0	2	0	0	344
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;?	0	9	0	2	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	1	2	0	32	0	1	0	0	3
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;?	522	2046	2556	6064	1304	56	49	343	1313	45	2141	2	203	21	0	73	1568	31	468	16	0	148	18	97	19	25	38	10	36	1	1162	139
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Klebsiella;?	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	22	0	0	0	0	0	0	0	2	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Morganella;?	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Providencia;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	2	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Actinobacillus;?	0	0	0	2	0	0	30	0	0	0	310	40	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;?	0	0	0	0	1	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter aphrophilus	0	0	0	0	0	0	13	0	0	0	34	5	0	0	0	0	0	1	0	0	0	0	3	2	0	4	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;?	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1419	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Bacteria;Tenericutes;Mollicutes;Izimaplasmatales;uncultured organism;?;?	0	0	0	0	0	11	0	1581	0	0	0	0	0	0	323	44	107	4351	0	0	0	0	0	6	516	0	0	2	142	185	578	0
Bacteria;Tenericutes;Mollicutes;Mollicutes RF39;?;?;?	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	14	18	0	0	0	0	0	0	12	0	0	0	0	7	0	0
Bacteria;Tenericutes;Mollicutes;Mollicutes RF39;gut metagenome;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	19	133	0	29	0	0	0	0	0	0	0	4	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Mollicutes RF39;human gut metagenome;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	10	42	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Mollicutes RF39;uncultured rumen bacterium;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	532	0	4	0	0	0	0	0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;?	0	4019	0	48	552	8	0	475	0	3	0	4	4837	1	206	98	1180	227	3	3827	38	24	2	3	500	6	0	1	242	178	812	1
